RYear,RMonth,Location,MajorType,Units,Cost,Bedrooms,Use per Day,unit rate,Use per Bdrm per Day
2021,1,Forest Hill Apartments,Gas,260.1,1669.15,372.0,8.67,6.4173394848135334,23.306451612903224
2021,1,Forest Hill Views,Electric,4166.0,790.38,79.0,122.59714795008912,0.18972155544887181,1551.8626322796092
2021,1,Forest Hill Views,Water,132.0,1230.35,79.0,9.10344827586207,9.320833333333333,115.2335224792667
2021,1,Forestbrook Heights,Electric,253308.0,22190.47,397.0,7340.275630252101,0.08760272079839564,18489.359270156427
2021,1,Forestbrook Heights,Gas,2053.2,11821.38,397.0,60.388235294117656,5.757539450613677,152.11142391465404
2021,1,Greenfield Heights,Electric,62400.0,6181.85,146.0,2080.0,0.09906810897435898,14246.575342465754
2021,1,Greenfield Heights,Gas,509.1,3276.24,146.0,15.909375,6.435356511490865,108.96832191780823
2021,1,Greenfield Ridge,Electric,12846.0,1014.26,192.0,428.2,0.07895531683014168,2230.2083333333335
2021,1,Greenfield Ridge,Gas,365.4,1988.76,192.0,12.18,5.4426929392446635,63.4375
2021,1,Greenfield Ridge Apartments,Electric,6266.0,1189.73,162.0,189.87878787878788,0.18987073092882223,1172.0912832023944
2021,1,Greenfield Ridge Apartments,Gas,3.0,55.3,162.0,0.10344827586206896,18.433333333333334,0.6385696040868455
2021,1,Greenfield Ridge Apartments,Water,394.3346,5896.97,162.0,20.915265714285713,14.954229225637313,129.10657848324513
2021,1,Greenfield Terrace,Electric,2776.0,327.14,138.0,92.53333333333333,0.11784582132564841,670.5314009661836
2021,1,Greenfield Terrace,Gas,19.0,153.03,138.0,0.6333333333333333,8.05421052631579,4.589371980676328
2021,1,Greenfield View Apartments,Electric,105146.0,14806.52,404.0,3669.9324672485186,0.14081867118102448,9083.99125556564
2021,1,Greenfield View Apartments,Gas,245.0,9426.08,404.0,7.903225806451613,38.473795918367344,19.56244011497924
2021,1,Greenfield View Apartments,Water,20.0,6611.27,404.0,20.144351724996888,330.56350000000003,49.8622567450418
2021,1,Greenview Heights,Electric,10840.0,1146.52,135.0,387.14285714285717,0.10576752767527675,2867.7248677248676
2021,1,Greenview Heights,Gas,315.5,2067.32,135.0,10.516666666666667,6.552519809825674,77.90123456790124
2021,1,Greenview Heights,Water,183.0,1490.53,135.0,13.071428571428571,8.144972677595629,96.82539682539682
2021,1,Harborview Estates,Electric,37546.0,3819.56,138.0,1294.6896551724137,0.10173014435625632,9381.809095452272
2021,1,Harborview Estates,Water,256.8729,3475.87,138.0,16.572445161290325,13.531478018895726,120.09018232819076
2021,1,Harborview Meadows,Electric,75300.0,6577.44,227.0,2429.032258064516,0.08734980079681275,10700.582634645445
2021,1,Harborview Meadows,Gas,264.2,1694.62,227.0,8.806666666666667,6.414155942467827,38.795888399412625
2021,1,Harborwalk Terrace,Electric,5509.0,627.0699999999999,176.0,168.40625,0.11382646578326373,956.8536931818181
2021,1,Harborwalk Terrace,Gas,137.0,1037.28,176.0,4.242095588235294,7.571386861313869,24.10281584224599
2021,1,Harborwalk Terrace,Water,397.52,4073.0,176.0,26.693333333333335,10.246025357214732,151.66666666666669
2021,1,Hillcrest Greens Apartments,Electric,38700.0,2522.13,106.0,1290.0,0.06517131782945737,12169.811320754718
2021,1,Hillcrest Greens Apartments,Water,167.552,2904.06,106.0,14.091916129032258,17.33229087089381,132.94260499087036
2021,1,Hillcrest Manor,Electric,11297.0,1330.6,462.0,403.4642857142857,0.11778348234044436,873.2993197278912
2021,1,Hillcrest Manor,Water,1290.0,19331.95,462.0,92.14285714285714,14.986007751937985,199.44341372912803
2021,1,Hillcrest Villages,Electric,4609.0,961.94,152.0,153.63333333333335,0.2087090475157301,1010.7456140350878
2021,1,Hillcrest Villages,Gas,16.5,233.85,152.0,0.55,14.172727272727272,3.6184210526315788
2021,1,Hillcrest Villas,Electric,57900.0,5613.639999999999,259.0,1996.5517241379312,0.09695405872193436,7708.693915590467
2021,1,Hillcrest Villas,Gas,221.3,1560.76,259.0,7.376666666666667,7.05268865793041,28.481338481338483
2021,1,Hillside Gardens,Electric,4685.0,598.81,384.0,146.40625,0.12781430096051227,381.2662760416667
2021,1,Hillside Gardens,Gas,35.638,290.55,384.0,1.1136875,8.152814411583142,2.9002278645833335
2021,1,Hillside Manor,Electric,15480.0,1512.96,134.0,516.0,0.09773643410852713,3850.7462686567164
2021,1,Hillside Manor,Gas,476.3,3159.7,134.0,14.008823529411766,6.633844215830359,104.54345917471467
2021,1,Hillside Manor,Water,370.0,2926.81,134.0,21.775294117647057,7.910297297297297,162.50219490781384
2021,1,Hillside Meadows Apartments,Electric,8790.0,1342.3,390.0,303.1034482758621,0.15270762229806598,777.1883289124669
2021,1,Hillside Villages,Electric,12534.0,1975.92,528.0,417.8,0.15764480612733367,791.2878787878788
2021,1,Hillside Villas,Water,765.786,11561.97,382.0,49.40554838709677,15.098173641200022,129.33389630130046
2021,1,Hilltop Manor,Electric,9059.0,908.1899999999999,420.0,301.96666666666664,0.1002527872833646,718.9682539682539
2021,1,Hilltop Manor,Water,906.0,6923.67,420.0,62.48275862068965,7.642019867549669,148.76847290640393
2021,1,Hilltop Terrace,Electric,10600.0,1600.22,252.0,365.51724137931035,0.15096415094339624,1450.465243568692
2021,1,Hilltop Terrace,Water,471.0,5458.82,252.0,32.48275862068966,11.589851380042463,128.89983579638755
2021,1,Hilltop Terrace Views,Electric,7742.0,1172.78,497.0,262.0088987764182,0.15148282097649185,527.180882849936
2021,1,Hilltop Villas,Electric,18436.0,2553.46,624.0,585.359879032258,0.13850401388587547,938.0767292183623
2021,1,Hilltop Villas,Water,1653.0,10173.63,624.0,97.23529411764706,6.15464609800363,155.82579185520362
2021,1,Lakefront Manor,Electric,35680.0,3038.55,181.0,1274.2857142857142,0.08516115470852019,7040.252565114443
2021,1,Lakefront Manor,Gas,9.9,152.38,181.0,0.3413793103448276,15.391919191919191,1.8860735378167273
2021,1,Lakefront Manor,Water,629.0,4158.7,181.0,35.166666666666664,6.611605723370429,194.29097605893185
2021,1,Lakepointe Heights,Electric,9970.0,1540.69,292.0,302.1212121212121,0.15453259779338013,1034.6616853466169
2021,1,Lakepointe Lofts,Electric,15775.0,1491.25,504.0,478.030303030303,0.0945324881141046,948.4728234728234
2021,1,Lakepointe Lofts,Gas,632.111,3998.61,504.0,19.154878787878786,6.325803537669808,38.00571188071188
2021,1,Lakepointe Lofts,Water,2178.2000000000003,22271.24,504.0,121.09305555555555,10.22460747406115,240.26399911816577
2021,1,Lakeshore Heights,Electric,20160.0,1630.28,55.0,630.0,0.08086706349206349,11454.545454545454
2021,1,Lakeshore Towers,Electric,8702.0,1670.07,537.0,263.6969696969697,0.19191794989657548,491.05580949156365
2021,1,Lakeshore Towers,Gas,47.4,267.95,537.0,1.6344827586206896,5.65295358649789,3.0437295318821036
2021,1,Lakeshore Towers,Water,1062.2338,9890.1,537.0,72.35468275862068,9.31066211600497,134.73870159892118
2021,1,Lakeside Manor,Electric,72300.0,7407.9,358.0,3365.0,0.10246058091286307,9399.441340782123
2021,1,Lakeside Manor,Gas,282.4,1981.34,358.0,8.305882352941175,7.016076487252125,23.20078869536641
2021,1,Lakeside Manor,Water,415.88,3321.94,358.0,20.28682926829268,7.987736847167453,56.66712086115274
2021,1,Lakeview Court,Electric,13993.0,2697.22,398.0,466.43333333333334,0.19275494890302292,1171.9430485762143
2021,1,Lakeview Court,Water,620.0,7329.55,398.0,41.333333333333336,11.821854838709678,103.85259631490788
2021,1,Lakeview Gardens,Electric,17634.0,2438.0,208.0,568.8387096774194,0.13825564250878983,2734.801488833747
2021,1,Lakeview Gardens,Gas,133.694,1060.49,208.0,5.142076923076923,7.932218349364969,24.72152366863905
2021,1,Lakeview Gardens,Water,2.0,8565.89,208.0,12.531182795698925,4282.945,60.24607113316791
2021,1,Lakeview Lofts,Electric,58200.0,5270.35,184.0,2006.896551724138,0.09055584192439863,10907.04647676162
2021,1,Lakeview Lofts,Gas,229.7,1500.25,184.0,6.562857142857142,6.531345232912495,35.66770186335403
2021,1,Lakeview Park Apartments,Electric,10720.0,1240.13,512.0,365.0574712643678,0.11568376865671642,713.0028735632184
2021,1,Lakeview Park Apartments,Gas,1646.5,8445.16,512.0,56.775862068965516,5.129158821743092,110.89035560344827
2021,1,Maple Glen Towers,Electric,76200.0,7495.45,248.0,2458.064516129032,0.09836548556430445,9911.550468262227
2021,1,Maple Glen Towers,Gas,230.3,1682.94,248.0,6.773529411764707,7.3075987841945285,27.31261859582543
2021,1,Maple Grove Apartments,Electric,18742.0,1715.6499999999999,150.0,624.7333333333333,0.09154039056664176,4164.88888888889
2021,1,Maple Grove Apartments,Gas,477.8,3169.02,150.0,14.052941176470588,6.63252406864797,93.68627450980392
2021,1,Maple Grove Apartments,Water,570.0,4551.96,150.0,33.54,7.985894736842106,223.6
2021,1,Maple Grove Meadows,Electric,6850.0,943.86,360.0,228.33333333333331,0.13778978102189782,634.2592592592592
2021,1,Maple Grove Meadows,Water,845.0,11654.56,360.0,54.516129032258064,13.792378698224852,151.4336917562724
2021,1,Maple Grove Terrace,Electric,12602.0,1257.38,144.0,360.0571428571429,0.09977622599587369,2500.3968253968255
2021,1,Maple Grove Terrace,Gas,256.0,1325.52,144.0,7.314285714285714,5.1778125,50.79365079365079
2021,1,Maplebrook Acres,Electric,139200.0,13780.06,407.0,4971.428571428572,0.09899468390804597,12214.812214812217
2021,1,Maplebrook Acres,Gas,333.2,2426.64,407.0,11.106666666666666,7.282833133253301,27.28910728910729
2021,1,Maplecrest Springs,Electric,1509.0,321.1,79.0,50.3,0.21278992710404243,636.7088607594936
2021,1,Maplewood Acres,Electric,6346.0,795.61,408.0,226.64285714285714,0.1253718878033407,555.4971988795518
2021,1,Maplewood Acres,Gas,81.37,481.52,408.0,2.3932352941176473,5.91766007127934,5.865772779700116
2021,1,Maplewood Acres,Water,846.0,12465.05,408.0,60.37267080745342,14.734101654846334,147.97223237120934
2021,1,Maplewood Towers,Electric,8920.0,786.74,162.0,307.58620689655174,0.08819955156950672,1898.6802894848875
2021,1,Maplewood Towers,Gas,263.4,1682.34,162.0,8.496774193548386,6.387015945330297,52.449223416965346
2021,1,Meadowbrook Heights,Electric,106800.0,9996.74,429.0,3560.0,0.09360243445692884,8298.368298368297
2021,1,Meadowbrook Heights,Gas,289.9,2192.98,429.0,8.526470588235293,7.56460848568472,19.875222816399287
2021,1,Meadowbrook Plaza,Electric,5007.0,834.04,344.0,169.32966954022987,0.16657479528659874,492.2374114541566
2021,1,Meadowbrook Plaza,Gas,15.244,120.22,344.0,0.5256551724137931,7.8863815271582265,1.5280673616680034
2021,1,Meadowbrook Springs,Electric,89200.0,5946.47,225.0,3185.714285714286,0.06666446188340808,14158.730158730159
2021,1,Meadowbrook Springs,Gas,488.117,3079.35,225.0,17.432750000000002,6.308630922504236,77.4788888888889
2021,1,Meadowbrook Springs,Water,869.5,8153.19,225.0,47.638888888888886,9.376871765382404,211.72839506172838
2021,1,Meadowbrook Springs Apartments,Electric,14376.0,1882.5500000000002,430.0,495.7241379310344,0.13095089037284363,1152.8468323977545
2021,1,Meadowbrook Springs Apartments,Water,1405.6000000000001,14066.18,430.0,49.76267857142857,10.007242458736481,115.72715946843854
2021,1,Meadowbrook Woods,Electric,8594.0,861.1,120.0,238.72222222222223,0.10019781242727485,1989.3518518518517
2021,1,Meadowbrook Woods,Gas,183.0,925.17,120.0,5.083333333333333,5.055573770491803,42.36111111111111
2021,1,Meadowland Gardens,Electric,9407.0,1675.36,576.0,276.6764705882353,0.1780971616881046,480.34109477124184
2021,1,Meadowside Plaza,Electric,809.0,108.36,80.0,23.794117647058822,0.13394313967861557,297.42647058823525
2021,1,Meadowside Plaza,Gas,12.6,111.35,80.0,0.4064516129032258,8.837301587301587,5.080645161290322
2021,1,Meadowside Plaza,Water,186.0,2506.9,80.0,14.879999999999999,13.477956989247312,185.99999999999997
2021,1,Mountain Crest Residences,Electric,5539.0,795.74,124.0,191.0,0.1436613107059036,1540.3225806451612
2021,1,Mountain Crest Residences,Gas,11.4,76.02,124.0,0.3931034482758621,6.668421052631579,3.170189098998888
2021,1,Mountain View Residences,Electric,14960.0,1509.66,168.0,498.6666666666667,0.10091310160427808,2968.253968253968
2021,1,Mountain View Residences,Water,385.188,7569.5199999999995,168.0,26.564689655172415,19.65149485446068,158.12315270935963
2021,1,Mountain View Ridge,Electric,4915.0,699.81,312.0,158.32238514173997,0.14238250254323498,507.44354212096147
2021,1,Mountain View Ridge,Gas,217.433,1564.6699999999998,312.0,7.4976896551724135,7.196101787677123,24.03105658709107
2021,1,Mountain View Ridge,Water,1286.5,12865.58,312.0,88.72413793103449,10.000450835600466,284.37223695844386
2021,1,Mountain View Villas,Electric,73600.0,7279.62,470.0,2537.9310344827586,0.0989078804347826,5399.853264856933
2021,1,Mountain View Villas,Gas,577.4,3313.87,470.0,21.385185185185186,5.739296847939037,45.50039401103231
2021,1,Oakmont Village,Electric,16422.0,1651.9699999999998,538.0,566.2758620689656,0.10059493362562415,1052.5573644404565
2021,1,Oakmont Village,Water,1973.8999999999999,19709.21,538.0,123.36874999999999,9.984908050053194,229.3099442379182
2021,1,Oakridge Terrace,Electric,15713.0,1906.93,459.0,542.1259441707717,0.12136002036530262,1181.1022748818557
2021,1,Oakridge Terrace,Water,1396.0,9863.18,459.0,99.67857142857142,7.065315186246418,217.16464363523184
2021,1,Oakridge Terrace Apartments,Electric,8481.0,1093.9,668.0,282.7,0.1289824313170617,423.20359281437123
2021,1,Oakridge Terrace Apartments,Water,1699.0,20333.68,668.0,109.61290322580645,11.96802825191289,164.09117249372224
2021,1,Oakridge Village,Electric,14776.0,1489.6,250.0,509.51724137931035,0.10081212777476989,2038.0689655172414
2021,1,Oakridge Village,Gas,507.4,2641.64,250.0,17.49655172413793,5.206227828143477,69.98620689655172
2021,1,Oakwood Springs,Electric,74400.0,8404.15,369.0,4487.577639751553,0.11295900537634408,12161.457018296891
2021,1,Oakwood Springs,Gas,335.1,2148.12,369.0,9.855882352941178,6.410384959713517,26.70970827355333
2021,1,Oakwood Springs Estates,Electric,10560.0,981.41,96.0,364.13793103448273,0.09293655303030303,3793.103448275862
2021,1,Oakwood Springs Estates,Gas,60.255,440.42,96.0,1.7722058823529412,7.309268940336901,18.46047794117647
2021,1,Oakwood Springs Estates,Water,239.1,3053.2,96.0,14.49090909090909,12.769552488498535,150.9469696969697
2021,1,Ocean Breeze Apartments,Electric,3021.0,399.56,111.0,97.45161290322581,0.1322608407811983,877.9424585876199
2021,1,Ocean Breeze Apartments,Gas,11.4,102.44,111.0,0.36774193548387096,8.985964912280702,3.3129904097646032
2021,1,Ocean Breeze Views,Electric,3.0,12.61,65.0,0.09090909090909091,4.203333333333333,1.3986013986013985
2021,1,Ocean Breeze Views,Water,110.42,2296.5,65.0,7.093597287390029,20.797862706031516,109.1322659598466
2021,1,Oceancrest Towers,Electric,19680.0,1922.08,382.0,656.0,0.09766666666666667,1717.2774869109949
2021,1,Oceancrest Towers,Gas,680.8,4462.08,382.0,20.023529411764706,6.554171562867215,52.417616261164156
2021,1,Oceancrest Villas,Electric,11808.0,1839.23,486.0,402.1149425287356,0.1557613482384824,827.3970010879333
2021,1,Oceancrest Villas,Water,782.4622999999999,10385.11,486.0,50.433177419354834,13.27234551747733,103.7719699986725
2021,1,Oceanfront Villages,Electric,21482.0,3064.51,440.0,740.7586206896552,0.14265478074667165,1683.5423197492164
2021,1,Oceanfront Villages,Water,409.1834,5878.01,440.0,27.8131930875576,14.365221072018073,63.21180247172182
2021,1,Oceanside Towers,Electric,36480.0,3576.34,200.0,1212.0133481646274,0.09803563596491228,6060.066740823137
2021,1,Oceanside Towers,Gas,616.3,4245.35,200.0,21.251724137931035,6.888447184812592,106.25862068965517
2021,1,Oceanview Towers,Electric,8203.0,1532.07,300.0,350.06666666666666,0.1867694745824698,1166.888888888889
2021,1,Oceanview Towers,Water,380.7584,7054.4,300.0,38.07584,18.527234067587216,126.91946666666665
2021,1,Parklane Heights,Electric,19026.0,2161.06,391.0,679.5,0.11358456848523073,1737.8516624040922
2021,1,Parklane Heights,Gas,6.901,111.5,391.0,0.24646428571428572,16.15707868424866,0.630343441724516
2021,1,Parklane Terrace,Electric,18157.0,2231.07,194.0,579.8098039215687,0.12287657652695931,2988.710329492622
2021,1,Parklane Terrace,Gas,495.7,3478.37,194.0,15.990322580645161,7.017086947750656,82.42434319920186
2021,1,Parkside Heights,Electric,13520.0,2034.6599999999999,512.0,450.6666666666667,0.15049260355029584,880.2083333333334
2021,1,Parkside Manor,Electric,35880.0,2515.33,97.0,1237.2413793103449,0.07010395763656634,12755.065766086029
2021,1,Parkside Park Apartments,Electric,9024.0,894.02,297.0,284.52520161290323,0.09907136524822695,957.997311827957
2021,1,Parkside Park Apartments,Gas,25.1,172.55,297.0,0.8964285714285715,6.874501992031872,3.0182780182780182
2021,1,Parkside Ridge,Electric,17120.0,2779.84,504.0,484.82972136222907,0.16237383177570094,961.9637328615656
2021,1,Parkview Manor,Electric,10412.0,1364.15,90.0,335.8709677419355,0.13101709565885516,3731.899641577061
2021,1,Parkview Manor,Gas,381.924,2000.67,90.0,13.169793103448274,5.238398215351745,146.33103448275858
2021,1,Parkview Manor,Water,187.0,1848.6,90.0,13.357142857142858,9.885561497326202,148.4126984126984
2021,1,Pinebrook Gardens,Electric,57856.0,3533.86,95.0,1995.0344827586207,0.06108026825221239,21000.362976406534
2021,1,Pinebrook Gardens,Gas,355.5,2335.13,95.0,12.696428571428571,6.568579465541491,133.64661654135338
2021,1,Pinebrook Plaza,Electric,17752.0,2463.9,316.0,507.2,0.13879562866155926,1605.0632911392406
2021,1,Pinebrook Plaza,Gas,193.125,1544.33,316.0,6.344032369299221,7.996530744336569,20.076051801579812
2021,1,Pinebrook Plaza,Water,834.078,6352.64,316.0,47.68297428571429,7.6163620188999115,150.8954882459313
2021,1,Pinebrook Residences,Electric,55520.0,4510.17,253.0,1914.4827586206898,0.08123505043227666,7567.125528145019
2021,1,Pinebrook Residences,Gas,217.7,1564.63,253.0,6.402941176470588,7.187092328892973,25.30806789118809
2021,1,Pinecrest Plaza,Electric,7526.0,1461.05,343.0,242.7741935483871,0.19413366994419345,707.7964826483588
2021,1,Pinecrest Plaza,Gas,387.589,2833.26,343.0,13.842464285714286,7.309959776980255,40.35703873386089
2021,1,Pinecrest Plaza,Water,753.3520000000001,7720.77,343.0,220.29058620689656,10.248555787998173,642.2466070171911
2021,1,Pinehurst Park Apartments,Electric,8137.0,1467.05,356.0,254.28125,0.18029372004424235,714.2731741573034
2021,1,Pinehurst Park Apartments,Water,723.74,10193.75,356.0,48.24933333333333,14.084823279078122,135.5318352059925
2021,1,Pinehurst Plaza,Electric,9567.0,1115.84,258.0,318.9,0.1166342636145082,1236.046511627907
2021,1,Pinehurst Plaza,Water,909.0,5213.51,258.0,53.35294117647059,5.735434543454346,206.79434564523484
2021,1,Pineview Lofts,Electric,14774.0,1421.46,644.0,422.1142857142857,0.0962136185190199,655.4569653948536
2021,1,Pineview Lofts,Water,1293.0,15746.949999999999,644.0,83.41935483870968,12.17861562258314,129.5331596874374
2021,1,Pineview Vista,Electric,20363.0,1806.54,504.0,656.8709677419355,0.08871679025683839,1303.31541218638
2021,1,Pineview Vista,Water,1258.0,12832.279999999999,504.0,81.16129032258064,10.20054054054054,161.0343061955965
2021,1,Redwood Pines Apartments,Electric,18040.0,2451.19,312.0,544.5106951871658,0.13587527716186254,1745.2265871383518
2021,1,Redwood Pines Apartments,Gas,1124.1000000000001,7936.2,312.0,34.42297165200391,7.060048038430743,110.33003734616636
2021,1,Redwood Pines Lofts,Electric,18340.0,2122.84,324.0,611.3333333333334,0.11574918211559433,1886.8312757201647
2021,1,Redwood Ridge Views,Electric,127620.0,10256.61,202.0,3867.272727272727,0.08036835919134933,19144.914491449144
2021,1,Redwood Ridge Views,Gas,130.192,981.8499999999999,202.0,4.6497142857142855,7.5415540125353315,23.018387553041016
2021,1,Redwood Ridge Views,Water,428.5,4569.46,202.0,24.524509803921568,10.66385064177363,121.40846437584933
2021,1,Redwood Terrace Apartments,Electric,7470.0,1089.7,280.0,240.9677419354839,0.1458768406961178,860.599078341014
2021,1,Redwood Terrace Lofts,Electric,33961.0,3965.0099999999998,159.0,1171.0689655172414,0.11675186243043491,7365.2136196052925
2021,1,Redwood Terrace Lofts,Gas,476.9,2997.94,159.0,16.444827586206898,6.286307401971063,103.42658859249622
2021,1,Redwood Terrace Lofts,Water,261.0702,3057.42,159.0,17.969511319340327,11.711102990689861,113.01579446125992
2021,1,Riverfront Gardens,Electric,9796.0,1333.38,135.0,326.53333333333336,0.1361147407104941,2418.765432098766
2021,1,Riverfront Gardens,Gas,534.5,3607.25,135.0,18.43103448275862,6.748830682881198,136.52618135376756
2021,1,Riverside Springs,Electric,21960.0,2527.94,308.0,627.4285714285714,0.11511566484517305,2037.105751391466
2021,1,Riverside Springs,Gas,280.9,1976.72,308.0,9.363333333333333,7.0370950516197945,30.400432900432904
2021,1,Riverwalk Estates,Electric,19114.0,1947.98,408.0,597.3125,0.10191378047504447,1464.001225490196
2021,1,Riverwalk Estates,Gas,28.9,166.49,408.0,0.903125,5.760899653979239,2.2135416666666665
